Average Precol GPA,GRE Combined General Write Score,GRE Combined Quantitative Score,GRE Combined General Verbal Score
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.48144,3.8165,157.3401,154.9181
3.485,3.8165,157.3401,154.9181
3.485,3.8165,157.3401,154.9181
3.485,3.8165,157.3401,154.9181
3.48667,3.8165,157.3401,154.9181
3.49,3.8165,157.3401,154.9181
3.49,3.8165,157.3401,154.9181
3.49,3.8165,157.3401,154.9181
3.49,3.8165,157.3401,154.9181
3.495,3.8165,157.3401,154.9181
3.5,3.8165,157.3401,154.9181
3.5,3.8165,157.3401,154.9181
3.5,3.8165,157.3401,154.9181
3.5,3.8165,157.3401,154.9181
3.5,3.8165,157.3401,154.9181
3.5,3.8165,157.3401,154.9181
3.5,3.8165,157.3401,154.9181
3.5,3.8165,157.3401,154.9181
3.5,3.8165,157.3401,154.9181
3.5,3.8165,157.3401,154.9181
3.5,3.8165,157.3401,154.9181
3.505,3.8165,157.3401,154.9181
3.50667,3.8165,157.3401,154.9181
3.51,3.8165,157.3401,154.9181
3.51,3.8165,157.3401,154.9181
3.52,3.8165,157.3401,154.9181
3.52,3.8165,157.3401,154.9181
3.52,3.8165,157.3401,154.9181
3.52667,3.8165,157.3401,154.9181
3.53,3.8165,157.3401,154.9181
3.54,3.8165,157.3401,154.9181
3.54,3.8165,157.3401,154.9181
3.54,3.8165,157.3401,154.9181
3.54,3.8165,157.3401,154.9181
3.55,3.8165,157.3401,154.9181
3.55,3.8165,157.3401,154.9181
3.55,3.8165,157.3401,154.9181
3.55,3.8165,157.3401,154.9181
3.555,3.8165,157.3401,154.9181
3.55667,3.8165,157.3401,154.9181
3.56,3.8165,157.3401,154.9181
3.56,3.8165,157.3401,154.9181
3.56,3.8165,157.3401,154.9181
3.56,3.8165,157.3401,154.9181
3.56,3.8165,157.3401,154.9181
3.56,3.8165,157.3401,154.9181
3.57,3.8165,157.3401,154.9181
3.575,3.8165,157.3401,154.9181
3.575,3.8165,157.3401,154.9181
3.58,3.8165,157.3401,154.9181
3.58,3.8165,157.3401,154.9181
3.585,3.8165,157.3401,154.9181
3.585,3.8165,157.3401,154.9181
3.585,3.8165,157.3401,154.9181
3.59,3.8165,157.3401,154.9181
3.59,3.8165,157.3401,154.9181
3.59,3.8165,157.3401,154.9181
3.59,3.8165,157.3401,154.9181
3.59,3.8165,157.3401,154.9181
3.6,3.8165,157.3401,154.9181
3.6,3.8165,157.3401,154.9181
3.605,3.8165,157.3401,154.9181
3.605,3.8165,157.3401,154.9181
3.61,3.8165,157.3401,154.9181
3.61,3.8165,157.3401,154.9181
3.61,3.8165,157.3401,154.9181
3.61,3.8165,157.3401,154.9181
3.61,3.8165,157.3401,154.9181
3.61,3.8165,157.3401,154.9181
3.615,3.8165,157.3401,154.9181
3.62,3.8165,157.3401,154.9181
3.63,3.8165,157.3401,154.9181
3.63,3.8165,157.3401,154.9181
3.635,3.8165,157.3401,154.9181
3.64,3.8165,157.3401,154.9181
3.64,3.8165,157.3401,154.9181
3.64,3.8165,157.3401,154.9181
3.64,3.8165,157.3401,154.9181
3.64,3.8165,157.3401,154.9181
3.64333,3.8165,157.3401,154.9181
3.65,3.8165,157.3401,154.9181
3.65,3.8165,157.3401,154.9181
3.65,3.8165,157.3401,154.9181
3.65,3.8165,157.3401,154.9181
3.655,3.8165,157.3401,154.9181
3.66,3.8165,157.3401,154.9181
3.66,3.8165,157.3401,154.9181
3.66,3.8165,157.3401,154.9181
3.665,3.8165,157.3401,154.9181
3.67,3.8165,157.3401,154.9181
3.67,3.8165,157.3401,154.9181
3.67,3.8165,157.3401,154.9181
3.675,3.8165,157.3401,154.9181
3.68,3.8165,157.3401,154.9181
3.68,3.8165,157.3401,154.9181
3.68,3.8165,157.3401,154.9181
3.685,3.8165,157.3401,154.9181
3.69,3.8165,157.3401,154.9181
3.69,3.8165,157.3401,154.9181
3.69,3.8165,157.3401,154.9181
3.69667,3.8165,157.3401,154.9181
3.7,3.8165,157.3401,154.9181
3.7,3.8165,157.3401,154.9181
3.7,3.8165,157.3401,154.9181
3.7,3.8165,157.3401,154.9181
3.7,3.8165,157.3401,154.9181
3.7,3.8165,157.3401,154.9181
3.7,3.8165,157.3401,154.9181
3.71,3.8165,157.3401,154.9181
3.71,3.8165,157.3401,154.9181
3.71,3.8165,157.3401,154.9181
3.71,3.8165,157.3401,154.9181
3.71,3.8165,157.3401,154.9181
3.71,3.8165,157.3401,154.9181
3.72,3.8165,157.3401,154.9181
3.72,3.8165,157.3401,154.9181
3.72,3.8165,157.3401,154.9181
3.7275,3.8165,157.3401,154.9181
3.73,3.8165,157.3401,154.9181
3.73,3.8165,157.3401,154.9181
3.73,3.8165,157.3401,154.9181
3.73,3.8165,157.3401,154.9181
3.73333,3.8165,157.3401,154.9181
3.74,3.8165,157.3401,154.9181
3.74,3.8165,157.3401,154.9181
3.74,3.8165,157.3401,154.9181
3.745,3.8165,157.3401,154.9181
3.7475,3.8165,157.3401,154.9181
3.75,3.8165,157.3401,154.9181
3.75,3.8165,157.3401,154.9181
3.75,3.8165,157.3401,154.9181
3.75,3.8165,157.3401,154.9181
3.75,3.8165,157.3401,154.9181
3.75,3.8165,157.3401,154.9181
3.75,3.8165,157.3401,154.9181
3.752,3.8165,157.3401,154.9181
3.755,3.8165,157.3401,154.9181
3.755,3.8165,157.3401,154.9181
3.75667,3.8165,157.3401,154.9181
3.76,3.8165,157.3401,154.9181
3.76,3.8165,157.3401,154.9181
3.76,3.8165,157.3401,154.9181
3.77,3.8165,157.3401,154.9181
3.77,3.8165,157.3401,154.9181
3.78,3.8165,157.3401,154.9181
3.78,3.8165,157.3401,154.9181
3.78,3.8165,157.3401,154.9181
3.785,3.8165,157.3401,154.9181
3.7875,3.8165,157.3401,154.9181
3.79,3.8165,157.3401,154.9181
3.79,3.8165,157.3401,154.9181
3.8,3.8165,157.3401,154.9181
3.8,3.8165,157.3401,154.9181
3.8,3.8165,157.3401,154.9181
3.8,3.8165,157.3401,154.9181
3.8,3.8165,157.3401,154.9181
3.8,3.8165,157.3401,154.9181
3.8,3.8165,157.3401,154.9181
3.8,3.8165,157.3401,154.9181
3.8,3.8165,157.3401,154.9181
3.81,3.8165,157.3401,154.9181
3.81,3.8165,157.3401,154.9181
3.81,3.8165,157.3401,154.9181
3.815,3.8165,157.3401,154.9181
3.815,3.8165,157.3401,154.9181
3.82,3.8165,157.3401,154.9181
3.82,3.8165,157.3401,154.9181
3.82,3.8165,157.3401,154.9181
3.82,3.8165,157.3401,154.9181
3.825,3.8165,157.3401,154.9181
3.825,3.8165,157.3401,154.9181
3.83,3.8165,157.3401,154.9181
3.83,3.8165,157.3401,154.9181
3.83667,3.8165,157.3401,154.9181
3.83667,3.8165,157.3401,154.9181
3.84,3.8165,157.3401,154.9181
3.84,3.8165,157.3401,154.9181
3.84,3.8165,157.3401,154.9181
3.84,3.8165,157.3401,154.9181
3.842,3.8165,157.3401,154.9181
3.845,3.8165,157.3401,154.9181
3.85,3.8165,157.3401,154.9181
3.85,3.8165,157.3401,154.9181
3.85,3.8165,157.3401,154.9181
3.85,3.8165,157.3401,154.9181
3.85333,3.8165,157.3401,154.9181
3.855,3.8165,157.3401,154.9181
3.86,3.8165,157.3401,154.9181
3.86,3.8165,157.3401,154.9181
3.86,3.8165,157.3401,154.9181
3.86,3.8165,157.3401,154.9181
3.865,3.8165,157.3401,154.9181
3.87,3.8165,157.3401,154.9181
3.87,3.8165,157.3401,154.9181
3.87,3.8165,157.3401,154.9181
3.87333,3.8165,157.3401,154.9181
3.88,3.8165,157.3401,154.9181
3.88,3.8165,157.3401,154.9181
3.88,3.8165,157.3401,154.9181
3.9,3.8165,157.3401,154.9181
3.9,3.8165,157.3401,154.9181
3.9,3.8165,157.3401,154.9181
3.9,3.8165,157.3401,154.9181
3.9,3.8165,157.3401,154.9181
3.9,3.8165,157.3401,154.9181
3.9,3.8165,157.3401,154.9181
3.9,3.8165,157.3401,154.9181
3.905,3.8165,157.3401,154.9181
3.91,3.8165,157.3401,154.9181
3.92,3.8165,157.3401,154.9181
3.92,3.8165,157.3401,154.9181
3.92,3.8165,157.3401,154.9181
3.925,3.8165,157.3401,154.9181
3.925,3.8165,157.3401,154.9181
3.925,3.8165,157.3401,154.9181
3.93,3.8165,157.3401,154.9181
3.93,3.8165,157.3401,154.9181
3.93,3.8165,157.3401,154.9181
3.93,3.8165,157.3401,154.9181
3.94,3.8165,157.3401,154.9181
3.94,3.8165,157.3401,154.9181
3.94,3.8165,157.3401,154.9181
3.94667,3.8165,157.3401,154.9181
3.95,3.8165,157.3401,154.9181
3.95,3.8165,157.3401,154.9181
3.95,3.8165,157.3401,154.9181
3.9525,3.8165,157.3401,154.9181
3.955,3.8165,157.3401,154.9181
3.955,3.8165,157.3401,154.9181
3.96,3.8165,157.3401,154.9181
3.96,3.8165,157.3401,154.9181
3.96,3.8165,157.3401,154.9181
3.96,3.8165,157.3401,154.9181
3.96,3.8165,157.3401,154.9181
3.96,3.8165,157.3401,154.9181
3.965,3.8165,157.3401,154.9181
3.97,3.8165,157.3401,154.9181
3.97,3.8165,157.3401,154.9181
3.975,3.8165,157.3401,154.9181
3.98,3.8165,157.3401,154.9181
3.98,3.8165,157.3401,154.9181
3.99,3.8165,157.3401,154.9181
4,3.8165,157.3401,154.9181
4,3.8165,157.3401,154.9181
4,3.8165,157.3401,154.9181
4,3.8165,157.3401,154.9181
4,3.8165,157.3401,154.9181
4,3.8165,157.3401,154.9181
4,3.8165,157.3401,154.9181
4,3.8165,157.3401,154.9181
4,3.8165,157.3401,154.9181
4,3.8165,157.3401,154.9181
4,3.8165,157.3401,154.9181
4,3.8165,157.3401,154.9181
4,3.8165,157.3401,154.9181
4,3.8165,157.3401,154.9181
4,3.8165,157.3401,154.9181
4,3.8165,157.3401,154.9181
1.26,4,156,158
2.44,4,136,161
2.56,4,143,155
2.59,4,166,158
2.64,4,166,146
2.73667,4,149,159
2.79,4,153,155
2.795,4,141,157
2.88,4,163,153
2.96,4,157,153
2.98,4,141,162
3,4,142,145
3,4,156,162
3,4,156,161
3.02,4,153,164
3.03,4,160,156
3.09,4,150,160
3.1,4,157,155
3.1,4,148,161
3.12,4,148,154
3.12,4,156,159
3.15,4,151,161
3.15,4,161,148
3.155,4,159,156
3.17,4,141,147
3.18,4,166,167
3.18,4,150,149
3.19,4,159,163
3.2,4,159,147
3.2,4,154,158
3.2,4,160,164
3.2,4,156,157
3.23,4,142,154
3.25,4,158,144
3.25,4,158,153
3.285,4,144,145
3.285,4,150,150
3.295,4,145,155
3.3,4,156,153
3.3,4,162,160
3.35,4,154,158
3.36,4,149,157
3.36,4,152,151
3.375,4,148,149
3.39,4,151,154
3.39,4,166,151
3.4,4,148,163
3.4,4,166,162
3.4,4,163,165
3.405,4,154,156
3.405,4,143,151
3.405,4,143,151
3.41333,4,148,151
3.415,4,149,159
3.415,4,145,146
3.425,4,166,157
3.43,4,160,142
3.43,4,145,160
3.43,4,151,147
3.435,4,163,148
3.44,4,166,164
3.445,4,166,154
3.45,4,144,159
3.45,4,150,144
3.46,4,168,153
3.46,4,164,158
3.465,4,153,170
3.47,4,152,160
3.47,4,153,160
3.48,4,151,162
3.48144,4,166,156
3.48144,4,141,149
3.48144,4,145,154
3.48144,4,149,165
3.48144,4,151,168
3.48144,4,166,153
3.48144,4,146,164
3.48144,4,157,162
3.48144,4,150,163
3.48144,4,166,158
3.48144,4,166,161
3.48144,4,155,165
3.48144,4,156,163
3.48144,4,166,156
3.48144,4,166,151
3.48144,4,156,154
3.48144,4,144,152
3.48144,4,161,157
3.48144,4,151,159
3.48144,4,151,154
3.48144,4,164,146
3.48144,4,164,153
3.48144,4,157,146
3.48144,4,156,149
3.48144,4,159,155
3.48144,4,158,165
3.48144,4,166,156
3.48144,4,140,156
3.48144,4,150,162
3.48144,4,131,155
3.48144,4,159,159
3.48144,4,161,158
3.48144,4,157,166
3.48144,4,162,159
3.48144,4,167,153
3.48144,4,158,158
3.49,4,155,147
3.49,4,161,159
3.5,4,139,147
3.5,4,156,149
3.5,4,156,146
3.5,4,155,158
3.51,4,158,148
3.515,4,143,149
3.52,4,156,156
3.52,4,155,159
3.52333,4,160,148
3.53,4,153,158
3.54,4,144,156
3.545,4,164,158
3.55,4,147,154
3.55,4,140,153
3.555,4,145,159
3.56,4,144,160
3.57,4,168,161
3.57,4,158,162
3.58,4,155,157
3.58,4,164,160
3.58,4,141,154
3.585,4,130,158
3.59,4,148,147
3.61,4,143,161
3.615,4,134,153
3.625,4,151,140
3.635,4,156,157
3.64,4,144,157
3.65,4,153,160
3.66,4,151,157
3.665,4,161,160
3.68,4,151,162
3.68,4,146,154
3.68,4,152,156
3.69,4,152,156
3.7,4,135,149
3.73,4,161,152
3.73,4,144,153
3.745,4,156,154
3.7475,4,148,162
3.75,4,152,147
3.75,4,168,159
3.75,4,142,149
3.75,4,158,157
3.76333,4,152,146
3.77,4,147,166
3.77,4,155,168
3.78,4,156,160
3.78,4,166,165
3.79,4,160,149
3.79,4,159,164
3.79,4,166,152
3.795,4,152,154
3.8,4,143,162
3.81,4,149,160
3.83,4,137,156
3.83,4,147,162
3.84,4,148,164
3.85,4,140,156
3.855,4,143,163
3.86,4,163,155
3.86,4,161,152
3.86,4,149,154
3.86667,4,151,155
3.87,4,162,170
3.88,4,149,160
3.89,4,151,157
3.89,4,148,162
3.89333,4,146,154
3.895,4,142,168
3.9,4,151,158
3.9,4,163,161
3.9,4,163,151
3.91,4,149,159
3.92,4,152,148
3.92,4,146,151
3.92,4,147,164
3.925,4,151,151
3.93,4,154,162
3.93,4,166,149
3.93667,4,163,155
3.945,4,164,159
3.945,4,155,150
3.94667,4,147,161
3.95,4,159,166
3.95,4,159,152
3.95,4,158,157
3.97,4,144,149
3.98,4,163,160
3.99,4,158,155
4,4,163,152
4,4,151,162
4,4,149,165
0,4.5,149,161
2.24,4.5,159,156
2.615,4.5,153,158
2.81,4.5,150,150
2.825,4.5,170,162
2.83,4.5,153,156
2.84,4.5,159,156
2.84,4.5,151,161
2.90333,4.5,158,156
2.91,4.5,163,170
2.94,4.5,152,159
2.982,4.5,158,164
2.98333,4.5,147,164
3,4.5,153,155
3,4.5,153,153
3,4.5,143,161
3.06,4.5,157,152
3.1,4.5,154,153
3.11,4.5,157,156
3.12,4.5,148,156
3.13333,4.5,152,149
3.21,4.5,154,146
3.24,4.5,151,164
3.28,4.5,158,149
3.285,4.5,163,157
3.31,4.5,155,155
3.33,4.5,154,170
3.35,4.5,149,152
3.35,4.5,159,161
3.36,4.5,164,153
3.36,4.5,141,162
3.38,4.5,145,162
3.39,4.5,153,149
3.39333,4.5,150,170
3.395,4.5,151,158
3.4,4.5,136,148
3.4,4.5,141,144
3.4,4.5,155,155
3.405,4.5,158,157
3.41,4.5,149,156
3.41,4.5,161,159
3.42,4.5,150,147
3.42,4.5,147,151
3.42,4.5,159,153
3.44,4.5,152,150
3.44,4.5,160,159
3.445,4.5,141,159
3.44667,4.5,640,530
3.45,4.5,157,169
3.45,4.5,144,156
3.47,4.5,156,160
3.47,4.5,155,156
3.48144,4.5,147,156
3.48144,4.5,166,160
3.48144,4.5,160,158
3.48144,4.5,148,150
3.48144,4.5,160,164
3.48144,4.5,166,157
3.48144,4.5,166,152
3.48144,4.5,153,160
3.48144,4.5,166,160
3.48144,4.5,151,150
3.48144,4.5,151,153
3.48144,4.5,146,143
3.48144,4.5,151,167
3.48144,4.5,156,155
3.48144,4.5,144,162
3.48144,4.5,154,164
3.48144,4.5,147,169
3.48144,4.5,157,155
3.48144,4.5,141,154
3.485,4.5,148,150
3.48667,4.5,161,162
3.49,4.5,157,167
3.49,4.5,146,155
3.495,4.5,149,160
3.5,4.5,151,166
3.505,4.5,148,161
3.505,4.5,163,167
3.51,4.5,163,155
3.52,4.5,161,159
3.525,4.5,144,154
3.52667,4.5,145,152
3.5275,4.5,136,154
3.53,4.5,147,153
3.54667,4.5,151,153
3.565,4.5,157,154
3.565,4.5,152,165
3.58,4.5,149,149
3.59,4.5,149,155
3.59667,4.5,151,160
3.6,4.5,156,166
3.62,4.5,153,152
3.62,4.5,400,510
3.625,4.5,153,152
3.635,4.5,168,157
3.64,4.5,153,156
3.64,4.5,156,165
3.64,4.5,157,157
3.65,4.5,156,156
3.665,4.5,147,164
3.67,4.5,141,150
3.67,4.5,148,161
3.685,4.5,550,590
3.69,4.5,146,158
3.69,4.5,161,160
3.69,4.5,156,155
3.7,4.5,139,160
3.71,4.5,166,157
3.71,4.5,166,157
3.71,4.5,163,153
3.72,4.5,156,159
3.72,4.5,147,157
3.73,4.5,147,153
3.73,4.5,151,152
3.735,4.5,165,166
3.74,4.5,157,161
3.74,4.5,160,152
3.75,4.5,148,148
3.75,4.5,154,163
3.75,4.5,141,152
3.755,4.5,148,152
3.77,4.5,145,165
3.77,4.5,149,153
3.77,4.5,154,162
3.7775,4.5,165,156
3.78,4.5,160,153
3.78,4.5,153,163
3.785,4.5,150,161
3.79,4.5,157,156
3.79,4.5,158,164
3.79,4.5,157,155
3.79,4.5,144,159
3.8,4.5,169,167
3.8,4.5,160,154
3.8,4.5,154,151
3.8,4.5,144,158
3.81333,4.5,148,163
3.815,4.5,140,155
3.815,4.5,144,152
3.816,4.5,154,160
3.82,4.5,149,165
3.82,4.5,166,158
3.83,4.5,142,161
3.83667,4.5,148,170
3.84,4.5,151,160
3.84,4.5,153,150
3.855,4.5,169,160
3.86,4.5,162,161
3.86,4.5,149,162
3.86,4.5,147,162
3.86,4.5,163,163
3.86,4.5,152,159
3.87,4.5,142,155
3.87,4.5,144,160
3.87,4.5,145,154
3.875,4.5,144,152
3.885,4.5,152,157
3.89,4.5,152,150
3.9,4.5,156,160
3.915,4.5,152,162
3.92,4.5,166,162
3.92,4.5,159,162
3.92,4.5,152,162
3.93,4.5,156,168
3.93333,4.5,152,162
3.96,4.5,167,157
3.96,4.5,154,162
3.96,4.5,158,152
3.97,4.5,145,162
3.97,4.5,151,159
3.97667,4.5,160,162
3.98,4.5,144,154
3.98,4.5,155,165
2.6,5,147,149
2.865,5,140,160
2.93,5,156,149
2.94,5,155,160
2.96,5,161,153
2.98,5,146,154
3.03,5,152,158
3.04,5,157,162
3.12,5,160,155
3.15,5,137,160
3.19667,5,161,158
3.24,5,169,163
3.24,5,155,165
3.26,5,145,155
3.29,5,154,163
3.29,5,142,160
3.31,5,152,159
3.33,5,165,161
3.39,5,156,160
3.425,5,158,152
3.48,5,149,151
3.48144,5,152,159
3.48144,5,149,158
3.48144,5,147,163
3.48144,5,152,159
3.48144,5,161,162
3.48144,5,159,164
3.49,5,155,168
3.5,5,155,149
3.515,5,158,153
3.53,5,143,158
3.53,5,163,161
3.53,5,152,161
3.54,5,151,160
3.545,5,155,153
3.55,5,146,160
3.55,5,152,162
3.57,5,152,164
3.575,5,155,154
3.58,5,161,156
3.58,5,148,167
3.59,5,155,164
3.595,5,136,156
3.6,5,138,157
3.6,5,163,156
3.6,5,150,160
3.6,5,142,165
3.61,5,150,163
3.62,5,158,169
3.63,5,164,157
3.63667,5,156,160
3.64,5,156,160
3.64,5,155,151
3.64,5,158,162
3.66,5,158,157
3.67333,5,147,147
3.675,5,151,163
3.68,5,143,154
3.68,5,153,154
3.69,5,149,154
3.69,5,151,170
3.7,5,156,159
3.72,5,156,162
3.74,5,158,155
3.75,5,156,167
3.755,5,146,156
3.755,5,146,155
3.76,5,145,162
3.77,5,155,160
3.77,5,151,156
3.775,5,153,164
3.77667,5,149,159
3.78,5,150,158
3.78,5,152,156
3.785,5,150,158
3.79,5,150,158
3.79,5,156,162
3.79,5,170,159
3.795,5,151,154
3.8,5,153,164
3.8,5,147,161
3.81,5,151,155
3.81,5,154,162
3.82,5,152,164
3.83,5,156,165
3.83,5,156,160
3.83,5,139,164
3.84,5,160,156
3.85,5,138,160
3.85,5,139,157
3.86,5,147,162
3.86,5,144,142
3.86,5,148,163
3.895,5,161,164
3.895,5,151,165
3.9,5,159,157
3.91,5,160,151
3.925,5,157,155
3.935,5,158,157
3.94,5,156,166
3.95,5,151,161
3.96,5,163,164
3.965,5,153,170
3.97,5,154,166
3.98,5,157,151
3.985,5,158,162
3.99,5,159,163
4,5,166,160
4,5,143,164
4,5,151,165
4,5,152,162
2.704,5.5,168,169
2.88,5.5,160,167
3.02,5.5,163,162
3.26,5.5,151,159
3.3,5.5,152,156
3.39,5.5,154,163
3.42,5.5,148,158
3.45,5.5,157,164
3.45,5.5,156,170
3.47,5.5,157,165
3.48144,5.5,148,160
3.48144,5.5,149,166
3.48144,5.5,151,166
3.48144,5.5,156,151
3.51,5.5,160,150
3.56,5.5,148,157
3.57,5.5,156,152
3.61,5.5,161,162
3.63,5.5,146,165
3.64,5.5,146,162
3.64,5.5,162,163
3.64,5.5,152,163
3.66,5.5,149,157
3.68,5.5,152,162
3.69,5.5,152,168
3.7,5.5,147,154
3.71167,5.5,154,152
3.765,5.5,151,156
3.8,5.5,170,156
3.81,5.5,152,165
3.86,5.5,163,158
3.86,5.5,156,157
3.87,5.5,147,154
3.89,5.5,147,160
3.915,5.5,150,163
3.94,5.5,143,163
3.95667,5.5,153,161
3.96,5.5,159,164
3.965,5.5,157,168
3.975,5.5,145,157
3.99,5.5,141,165
3.99,5.5,147,149
4,5.5,146,158
4,5.5,141,158
4.005,5.5,159,170
3.02,6,149,169
3.48144,6,143,160
3.52333,6,146,167
3.58333,6,149,167
3.71,6,155,162
3.74,6,151,158
3.81,6,149,170
3.85,6,159,165
3.88,6,146,156
4,6,154,166
